,Gamma,Error,Time,Iterations
773,0.22699999999999998,17,0.0,5
774,0.22599999999999998,17,0.0,5
775,0.22499999999999998,17,0.000997304916381836,5
776,0.22399999999999998,17,0.0009970664978027344,5
777,0.22299999999999998,17,0.000997304916381836,5
778,0.22199999999999998,17,0.0,5
779,0.22099999999999997,17,0.0,5
780,0.21999999999999997,17,0.00099945068359375,5
781,0.21899999999999997,17,0.0,5
782,0.21799999999999997,17,0.0,5
783,0.21699999999999997,17,0.0,5
784,0.21599999999999997,17,0.000997304916381836,5
785,0.21499999999999997,17,0.0,5
786,0.21399999999999997,17,0.0009982585906982422,5
787,0.21299999999999997,17,0.0009975433349609375,5
788,0.21199999999999997,17,0.0009975433349609375,5
789,0.21099999999999997,17,0.0009965896606445312,5
790,0.20999999999999996,17,0.0,5
791,0.20899999999999996,17,0.0,5
792,0.20799999999999996,17,0.0,5
793,0.20699999999999996,17,0.0,5
794,0.20599999999999996,17,0.0009982585906982422,5
795,0.20499999999999996,17,0.0009965896606445312,5
796,0.20399999999999996,17,0.000997304916381836,5
797,0.20299999999999996,17,0.0009970664978027344,5
798,0.20199999999999996,17,0.0009975433349609375,5
799,0.20099999999999996,17,0.000997304916381836,5
800,0.19999999999999996,17,0.0009970664978027344,5
801,0.19899999999999995,17,0.0009975433349609375,4
802,0.19799999999999995,17,0.0,4
803,0.19699999999999995,17,0.0,4
804,0.19599999999999995,17,0.0,4
805,0.19499999999999995,17,0.0,4
806,0.19399999999999995,17,0.0,4
807,0.19299999999999995,17,0.0,4
808,0.19199999999999995,17,0.0,4
809,0.19099999999999995,17,0.0,4
810,0.18999999999999995,17,0.0,4
811,0.18899999999999995,17,0.0,4
812,0.18799999999999994,17,0.000997781753540039,4
813,0.18699999999999994,17,0.0,4
814,0.18600000000000005,17,0.000997781753540039,4
815,0.18500000000000005,17,0.0,4
816,0.18400000000000005,17,0.0,4
817,0.18300000000000005,17,0.0009970664978027344,4
818,0.18200000000000005,17,0.0,4
819,0.18100000000000005,17,0.0,4
820,0.18000000000000005,17,0.0009999275207519531,4
821,0.17900000000000005,17,0.0,4
822,0.17800000000000005,17,0.000997304916381836,4
823,0.17700000000000005,17,0.0,4
824,0.17600000000000005,17,0.0,4
825,0.17500000000000004,17,0.0,4
826,0.17400000000000004,17,0.0,4
827,0.17300000000000004,17,0.0009953975677490234,4
828,0.17200000000000004,17,0.000997781753540039,4
829,0.17100000000000004,17,0.000997304916381836,4
830,0.17000000000000004,17,0.0009980201721191406,4
831,0.16900000000000004,17,0.0009970664978027344,4
832,0.16800000000000004,17,0.0009961128234863281,4
833,0.16700000000000004,17,0.0009987354278564453,4
834,0.16600000000000004,17,0.0009965896606445312,4
835,0.16500000000000004,17,0.0009968280792236328,4
836,0.16400000000000003,17,0.0009975433349609375,4
837,0.16300000000000003,17,0.0,4
838,0.16200000000000003,17,0.0,4
839,0.16100000000000003,17,0.000997304916381836,4
840,0.16000000000000003,17,0.0009965896606445312,4
841,0.15900000000000003,17,0.000997781753540039,4
842,0.15800000000000003,17,0.0009975433349609375,4
843,0.15700000000000003,17,0.0009970664978027344,4
844,0.15600000000000003,17,0.0,4
845,0.15500000000000003,17,0.0,4
846,0.15400000000000003,17,0.0,4
847,0.15300000000000002,17,0.0,4
848,0.15200000000000002,17,0.0,4
849,0.15100000000000002,17,0.000997781753540039,4
850,0.15000000000000002,17,0.0009975433349609375,4
851,0.14900000000000002,17,0.0009975433349609375,4
852,0.14800000000000002,17,0.0009963512420654297,4
853,0.14700000000000002,17,0.000997781753540039,4
854,0.14600000000000002,17,0.0009970664978027344,4
855,0.14500000000000002,17,0.0009975433349609375,4
856,0.14400000000000002,17,0.000997304916381836,4
857,0.14300000000000002,17,0.0009980201721191406,4
858,0.14200000000000002,17,0.0009968280792236328,4
859,0.14100000000000001,17,0.0009968280792236328,4
860,0.14,17,0.0009975433349609375,4
861,0.139,17,0.000997304916381836,4
862,0.138,17,0.0,4
863,0.137,17,0.0,4
864,0.136,17,0.0,4
865,0.135,17,0.0,4
866,0.134,17,0.0,4
867,0.133,17,0.0,4
868,0.132,17,0.0,3
869,0.131,17,0.0,3
870,0.13,17,0.0,3
871,0.129,17,0.0,3
872,0.128,17,0.0,3
873,0.127,17,0.0,3
874,0.126,17,0.0,3
875,0.125,17,0.0009980201721191406,3
876,0.124,17,0.0,3
877,0.123,17,0.0009958744049072266,3
878,0.122,17,0.0,3
879,0.121,17,0.0,3
880,0.12,17,0.0,3
881,0.119,17,0.0,3
882,0.118,17,0.0,3
883,0.11699999999999999,17,0.0009975433349609375,3
884,0.11599999999999999,17,0.0009970664978027344,3
885,0.11499999999999999,17,0.0,3
886,0.11399999999999999,17,0.000997781753540039,3
887,0.11299999999999999,17,0.0,3
888,0.11199999999999999,17,0.0,3
889,0.11099999999999999,17,0.0,3
890,0.10999999999999999,17,0.0,3
891,0.10899999999999999,17,0.0,3
892,0.10799999999999998,17,0.0009951591491699219,3
893,0.10699999999999998,17,0.0,3
894,0.10599999999999998,17,0.000997304916381836,3
895,0.10499999999999998,17,0.0,3
896,0.10399999999999998,17,0.0009975433349609375,3
897,0.10299999999999998,17,0.0,3
898,0.10199999999999998,17,0.0,3
899,0.10099999999999998,17,0.0,3
900,0.09999999999999998,17,0.0,3
901,0.09899999999999998,17,0.0009989738464355469,3
902,0.09799999999999998,17,0.0,3
903,0.09699999999999998,17,0.0,3
904,0.09599999999999997,17,0.0,3
905,0.09499999999999997,17,0.0,3
906,0.09399999999999997,17,0.0,3
907,0.09299999999999997,17,0.0,3
908,0.09199999999999997,17,0.0,3
909,0.09099999999999997,17,0.0,3
910,0.08999999999999997,17,0.0,3
911,0.08899999999999997,17,0.0,3
912,0.08799999999999997,17,0.0009980201721191406,3
913,0.08699999999999997,17,0.0,3
914,0.08599999999999997,17,0.0,3
915,0.08499999999999996,17,0.0,3
916,0.08399999999999996,17,0.0,3
917,0.08299999999999996,17,0.0,3
918,0.08199999999999996,17,0.0,3
919,0.08099999999999996,17,0.0,3
920,0.07999999999999996,17,0.0010063648223876953,3
921,0.07899999999999996,17,0.0,3
922,0.07799999999999996,17,0.0,3
923,0.07699999999999996,17,0.0,3
924,0.07599999999999996,17,0.0,3
925,0.07499999999999996,17,0.0,3
926,0.07399999999999995,17,0.0,3
927,0.07299999999999995,17,0.0010008811950683594,3
928,0.07199999999999995,17,0.0,3
929,0.07099999999999995,17,0.0,3
930,0.06999999999999995,17,0.0,3
931,0.06899999999999995,17,0.0,3
932,0.06799999999999995,17,0.0009970664978027344,3
933,0.06699999999999995,17,0.0,3
934,0.06599999999999995,17,0.0,2
935,0.06499999999999995,17,0.0,2
936,0.06399999999999995,17,0.0,2
937,0.06299999999999994,17,0.0,2
938,0.061999999999999944,17,0.0,2
939,0.061000000000000054,17,0.0,2
940,0.06000000000000005,17,0.0009970664978027344,2
941,0.05900000000000005,17,0.0,2
942,0.05800000000000005,17,0.0,2
943,0.05700000000000005,17,0.0,2
944,0.05600000000000005,17,0.0,2
945,0.05500000000000005,17,0.0,2
946,0.05400000000000005,17,0.0,2
947,0.05300000000000005,17,0.0,2
948,0.052000000000000046,17,0.0,2
949,0.051000000000000045,17,0.0,2
950,0.050000000000000044,17,0.0009942054748535156,2
951,0.049000000000000044,17,0.0,2
952,0.04800000000000004,17,0.0,2
953,0.04700000000000004,17,0.000997304916381836,2
954,0.04600000000000004,17,0.0,2
955,0.04500000000000004,17,0.0,2
956,0.04400000000000004,17,0.0,2
957,0.04300000000000004,17,0.0,2
958,0.04200000000000004,17,0.0,2
959,0.041000000000000036,17,0.0,2
960,0.040000000000000036,17,0.0,2
961,0.039000000000000035,17,0.0,2
962,0.038000000000000034,17,0.0,2
963,0.03700000000000003,17,0.0,2
964,0.03600000000000003,17,0.0009660720825195312,2
965,0.03500000000000003,17,0.0,2
966,0.03400000000000003,17,0.0,2
967,0.03300000000000003,17,0.0,2
968,0.03200000000000003,17,0.0,2
969,0.031000000000000028,17,0.0009932518005371094,2
970,0.030000000000000027,17,0.0,2
971,0.029000000000000026,17,0.0,2
972,0.028000000000000025,17,0.0,2
973,0.027000000000000024,17,0.0,2
974,0.026000000000000023,17,0.0,2
975,0.025000000000000022,17,0.0,2
976,0.02400000000000002,17,0.0,2
977,0.02300000000000002,17,0.0,2
978,0.02200000000000002,17,0.0,2
979,0.02100000000000002,17,0.0,2
980,0.020000000000000018,17,0.0009963512420654297,2
981,0.019000000000000017,17,0.0,2
982,0.018000000000000016,17,0.0,2
983,0.017000000000000015,17,0.0009968280792236328,2
984,0.016000000000000014,17,0.0,1
985,0.015000000000000013,17,0.0,1
986,0.014000000000000012,17,0.0,1
987,0.013000000000000012,17,0.0,1
988,0.01200000000000001,17,0.0,1
989,0.01100000000000001,17,0.0009970664978027344,1
990,0.010000000000000009,17,0.0,1
991,0.009000000000000008,17,0.0,1
992,0.008000000000000007,17,0.0,1
993,0.007000000000000006,17,0.0009963512420654297,1
994,0.006000000000000005,17,0.0,1
995,0.0050000000000000044,17,0.0,1
996,0.0040000000000000036,17,0.0,1
997,0.0030000000000000027,17,0.0,1
998,0.0020000000000000018,17,0.0,1
999,0.0010000000000000009,17,0.0,1
